file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,churn,files,NR,NBF,nc,ncom,avg_cs,dsc,ce,exp,own,is_controller,is_procedural,is_test,is_util,is_external
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\auth\config\AuthRealmConfigurer.java,gov.nysenate.openleg.auth.config.AuthRealmConfigurer,class,7,8,1,7,1,1,0,2,0,0.33333334,,,1,0,1,0,0,0,1,0,0,0,3,1,0,1,2,0,1,0,0,8,0,0,0,0,0,0,0,1,0,3,0,0,0,0,14,1,0,501,29,0,0,1.0,1.0,29.0,4.722222222222222,0.0,1.0,1.0,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\api\legislation\law\view\LawTreeView.java,gov.nysenate.openleg.api.legislation.law.view.LawTreeView,class,8,9,1,8,11,1,0,10,13,0.71428573,0.1904762,0.47619048,7,0,7,0,0,0,7,0,0,0,4,0,0,0,4,0,0,0,1,43,5,0,2,0,0,3,0,6,2,5,3,0,0,0,32,1,0,1623,89,0,1,7.0,2.0,12.714285714285714,6.48,1.7977333107528017,3.5,0.8571428571428571,False,True,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\legislation\PublishStatus.java,gov.nysenate.openleg.legislation.PublishStatus,class,1,7,6,1,15,1,0,7,0,0.52000004,0.7777778,1.0,10,0,10,0,0,0,10,0,0,0,5,1,0,1,4,0,1,0,5,43,10,0,3,0,4,7,1,9,1,6,1,0,0,0,96,1,0,350,41,0,0,2.0,2.0,20.5,0.0,0.19490868718781756,1.0,0.5,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\spotchecks\keymapper\BaseBillIdSpotCheckKeyMapper.java,gov.nysenate.openleg.spotchecks.keymapper.BaseBillIdSpotCheckKeyMapper,class,3,3,0,3,5,1,0,6,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,22,5,0,2,0,0,4,0,3,0,3,1,0,0,0,17,1,0,1324,41,1,0,1.0,1.0,41.0,0.0,0.0,1.0,1.0,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\spotchecks\model\SpotCheckMismatchKey.java,gov.nysenate.openleg.spotchecks.model.SpotCheckMismatchKey,class,3,7,4,3,8,1,0,2,0,0.2,0.9,1.0,5,0,5,0,0,0,5,0,0,0,2,0,0,0,2,0,0,0,0,23,6,0,2,0,1,0,0,3,0,3,1,0,0,0,33,1,0,513,13,1,0,1.0,1.0,13.0,0.0,0.0,1.0,1.0,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\processors\bill\xml\XmlSenFlVotProcessor.java,gov.nysenate.openleg.processors.bill.xml.XmlSenFlVotProcessor,class,18,19,1,18,9,3,0,41,3,0.6666667,0.0,0.0,3,0,2,1,0,0,2,0,0,0,2,2,0,1,1,0,2,0,2,79,2,1,0,3,0,20,1,25,3,24,3,0,0,0,99,1,2,3042,212,1,1,12.0,4.0,17.666666666666668,0.0,1.7466894076837813,3.0,0.75,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\common\dao\ImmutableParamsTest.java,gov.nysenate.openleg.common.dao.ImmutableParamsTest,class,5,5,0,5,7,1,0,13,0,0.0,0.33333334,0.33333334,2,0,2,0,0,0,3,0,0,0,2,2,0,2,0,0,2,0,1,22,0,4,0,0,0,4,17,7,1,7,1,0,0,0,21,1,0,4269,202,1,0,3.0,3.0,67.33333333333333,0.0,1.0683548319034006,1.0,0.3333333333333333,False,False,True,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\processors\law\HintBasedLawBuilderTest.java,gov.nysenate.openleg.processors.law.HintBasedLawBuilderTest,class,12,13,1,12,9,1,0,21,0,0.25,0.0,0.0,6,0,2,4,0,0,2,0,0,0,2,0,0,2,0,0,0,0,4,57,0,1,0,0,0,52,0,4,2,4,1,0,0,0,59,1,0,3240,46,1,0,2.0,1.0,23.0,2.0,0.6922017029622767,2.0,1.0,True,False,True,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\api\ModelView.java,gov.nysenate.openleg.api.ModelView,class,2,2,0,2,3,1,0,2,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,12,2,0,0,0,0,1,0,1,1,1,0,0,0,0,8,1,0,552,33,0,0,2.0,1.0,16.5,7.611111111111111,0.6816244336247836,2.0,1.0,False,True,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\notifications\model\NotificationGroupTest.java,gov.nysenate.openleg.notifications.model.NotificationGroupTest,class,7,8,1,7,8,1,0,10,0,0.41666666,0.6666667,0.71428573,8,0,7,1,0,0,7,0,0,0,3,3,0,3,0,0,3,0,6,66,1,0,0,0,0,14,22,13,0,8,0,0,0,0,62,1,0,1894,39,0,1,1.0,1.0,39.0,7.777777777777778,0.0,1.0,1.0,False,False,True,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\api\legislation\law\LawSearchCtrlIT.java,gov.nysenate.openleg.api.legislation.law.LawSearchCtrlIT,class,12,13,1,12,8,4,0,17,4,0.5,0.0,0.0,4,1,2,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,32,2,2,0,2,3,4,1,4,1,7,2,0,0,2,48,1,0,1190,78,0,3,6.0,1.0,13.0,4.722222222222222,1.474220196272958,6.0,1.0,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\api\notification\NotificationCtrl.java,gov.nysenate.openleg.api.notification.NotificationCtrl,class,29,30,1,29,14,2,0,34,30,0.8333334,0.06666667,0.06666667,9,0,6,3,0,0,6,0,0,0,2,1,0,2,0,0,1,0,8,53,9,1,1,0,0,22,3,18,1,19,1,0,0,1,125,1,0,7536,315,0,2,15.0,3.0,21.0,6.913494809688581,2.5067130195822154,5.0,0.6666666666666666,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\updates\transcripts\hearing\PublicHearingUpdateToken.java,gov.nysenate.openleg.updates.transcripts.hearing.PublicHearingUpdateToken,class,1,1,0,1,3,1,0,0,0,0.33333334,0.6666667,1.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,0,14,2,0,0,0,0,0,0,2,0,2,0,0,0,0,11,1,0,297,13,0,0,1.0,1.0,13.0,0.0,0.0,1.0,1.0,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\api\legislation\member\MemberSearchCtrl.java,gov.nysenate.openleg.api.legislation.member.MemberSearchCtrl,class,20,22,2,20,6,2,0,12,1,0.5,1.0,1.0,3,0,2,1,0,0,2,0,0,0,2,0,0,0,2,0,0,0,1,28,3,1,0,1,1,8,2,6,1,8,2,0,0,0,73,1,0,3295,167,0,0,10.0,4.0,16.7,2.375,1.8705202574744095,2.5,0.4,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\legislation\BaseLegislativeContent.java,gov.nysenate.openleg.legislation.BaseLegislativeContent,class,2,32,30,2,17,1,12,4,16,0.61538464,0.3974359,0.7051282,13,0,13,0,0,0,13,0,0,0,4,0,0,0,4,0,0,0,5,50,9,0,4,0,0,0,0,9,0,5,1,0,0,0,66,1025,0,39216,720,1,3,24.0,5.0,30.0,5.7958412098298675,2.8604979965786494,4.8,0.4583333333333333,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\processors\bill\xml\XmlLDSummProcessorIT.java,gov.nysenate.openleg.processors.bill.xml.XmlLDSummProcessorIT,class,10,10,0,10,3,3,0,15,1,0.75,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,32,0,0,0,0,0,12,3,10,0,12,1,0,0,0,41,1,0,1656,138,1,15,19.0,5.0,7.2631578947368425,7.877551020408164,2.407626888712281,3.8,0.631578947368421,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\legislation\committee\CommitteeVersionId.java,gov.nysenate.openleg.legislation.committee.CommitteeVersionId,class,5,20,15,5,15,3,0,12,0,0.5,1.0,1.0,8,0,8,0,0,0,8,0,0,0,2,1,0,2,0,0,1,0,1,42,9,0,4,0,4,2,4,6,3,5,1,0,0,0,50,1,0,13534,496,0,2,12.0,3.0,41.333333333333336,5.04,2.182664552797546,4.0,0.4166666666666667,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\api\response\error\ConstrainedParameterView.java,gov.nysenate.openleg.api.response.error.ConstrainedParameterView,class,1,2,1,1,3,2,0,0,1,0.33333334,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,13,2,0,0,0,0,1,0,1,0,1,0,0,0,0,7,1,0,2761,75,0,0,2.0,1.0,37.5,0.0,0.6268694575724263,2.0,1.0,False,True,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\spotchecks\sensite\agenda\SenateSiteAgendaBill.java,gov.nysenate.openleg.spotchecks.sensite.agenda.SenateSiteAgendaBill,class,4,8,4,4,19,1,0,9,127,0.84868425,0.14379086,0.53594774,19,0,18,1,0,0,18,0,0,0,8,0,0,0,8,0,0,0,2,67,11,0,0,0,0,0,1,8,0,8,0,0,0,0,53,1,0,1452,45,0,2,5.0,2.0,9.0,0.0,1.2700920328904046,2.5,0.6,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\processors\transcripts\session\TranscriptLine.java,gov.nysenate.openleg.processors.transcripts.session.TranscriptLine,class,3,6,3,3,22,1,0,30,0,0.7916667,0.5090909,0.5090909,12,1,10,1,1,0,11,0,0,0,4,3,0,4,0,0,4,0,17,68,18,0,0,3,1,26,3,13,1,12,1,0,0,0,116,1,0,14426,325,1,9,24.0,4.0,13.541666666666666,8.23625,3.002358793868613,6.0,0.75,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\config\OpenLegComboPooledDataSource.java,gov.nysenate.openleg.config.OpenLegComboPooledDataSource,class,1,2,1,1,7,2,0,13,0,0.5,0.0,0.0,4,0,2,2,0,0,2,0,0,0,2,2,0,2,0,0,2,0,1,26,0,0,1,1,0,2,2,5,1,6,2,0,0,1,75,16,0,88,7,0,1,2.0,1.0,3.5,0.0,0.410116318288409,2.0,1.0,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\legislation\agenda\AgendaVoteBill.java,gov.nysenate.openleg.legislation.agenda.AgendaVoteBill,class,5,10,5,5,16,1,0,5,20,0.70769227,0.37179488,0.7051282,13,0,13,0,0,0,13,0,0,0,5,1,0,5,0,0,1,0,5,50,9,0,3,0,0,0,1,9,0,6,1,0,0,0,56,1,0,1894,83,0,0,3.0,1.0,27.666666666666668,0.0,0.7759405224618954,3.0,1.0,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\updates\law\LawTreeUpdateEvent.java,gov.nysenate.openleg.updates.law.LawTreeUpdateEvent,class,1,2,1,1,2,2,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,0,118,9,0,1,1.0,1.0,9.0,0.0,0.0,1.0,1.0,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\auth\user\ApiUserAuthEvictEvent.java,gov.nysenate.openleg.auth.user.ApiUserAuthEvictEvent,class,0,2,2,0,2,1,0,0,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1,0,677,15,0,0,1.0,1.0,15.0,0.0,0.0,1.0,1.0,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\legislation\bill\utils\BillTextUtilsTest.java,gov.nysenate.openleg.legislation.bill.utils.BillTextUtilsTest,class,3,3,0,3,4,1,0,3,6,1.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,0,0,0,0,1,1,0,0,24,0,0,0,0,0,117,0,10,9,10,0,0,0,0,96,1,0,3112,66,1,2,2.0,2.0,33.0,6.64,0.49617272588608563,1.0,0.5,False,False,True,True,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\spotchecks\alert\calendar\BaseCalendarReportService.java,gov.nysenate.openleg.spotchecks.alert.calendar.BaseCalendarReportService,class,16,18,2,16,16,1,1,30,55,0.939394,0.0,0.0,11,0,2,5,4,0,6,4,0,0,3,1,0,3,0,0,1,0,5,56,7,2,0,0,0,1,0,11,0,12,2,0,0,0,61,1025,0,10862,312,3,3,22.0,4.0,14.181818181818182,7.127229488703924,2.6397248986360857,5.5,0.5454545454545454,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\legislation\bill\exception\ApprovalNotFoundException.java,gov.nysenate.openleg.legislation.bill.exception.ApprovalNotFoundException,class,2,3,1,2,5,4,0,0,2,0.70000005,0.4,0.4,5,0,5,0,0,0,5,0,0,0,4,1,0,1,3,0,1,0,0,24,2,0,0,0,0,4,1,4,3,4,0,0,0,0,26,1,0,1592,89,0,1,3.0,2.0,29.666666666666668,2.0,1.0165280006208413,1.5,0.6666666666666666,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\common\util\FileIOUtilsTest.java,gov.nysenate.openleg.common.util.FileIOUtilsTest,class,4,5,1,4,8,1,0,17,21,0.0,0.0,0.0,7,0,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,35,3,0,0,0,0,7,6,11,1,11,0,0,0,0,42,1,0,307,9,0,0,1.0,1.0,9.0,0.0,0.0,1.0,1.0,False,False,True,True,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\notifications\model\NotificationDigest.java,gov.nysenate.openleg.notifications.model.NotificationDigest,class,4,6,2,4,10,1,0,2,21,0.7571429,0.26666668,1.0,10,0,10,0,0,0,10,0,0,0,7,0,0,7,0,0,0,0,0,45,9,0,0,0,0,0,0,7,0,7,0,0,0,0,49,1,0,3879,75,1,0,2.0,1.0,37.5,6.0,0.6909233093138181,2.0,1.0,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\processors\bill\LegDataFragment.java,gov.nysenate.openleg.processors.bill.LegDataFragment,class,7,41,34,7,25,2,0,28,25,0.70000005,0.3809524,0.6571429,15,1,15,0,0,0,15,0,0,0,6,0,0,6,0,0,5,0,4,91,11,1,2,0,0,7,3,18,5,13,6,0,0,0,132,1,0,330902,1047,2,6,25.0,9.0,41.88,2.945844078555842,2.897112527900282,2.7777777777777777,0.48,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\search\committee\ElasticCommitteeSearchDao.java,gov.nysenate.openleg.search.committee.ElasticCommitteeSearchDao,class,23,25,2,23,15,2,0,40,93,0.8888889,0.06666667,0.06666667,15,0,4,9,2,0,6,0,0,0,3,2,0,3,0,0,2,0,3,63,11,0,0,0,0,10,0,12,3,14,0,0,0,1,83,1,0,5773,375,1,10,25.0,5.0,15.0,7.63265306122449,2.79058043862801,5.0,0.4,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\api\legislation\bill\view\BillStatusView.java,gov.nysenate.openleg.api.legislation.bill.view.BillStatusView,class,6,8,2,6,16,1,0,11,11,0.6181818,0.4,0.6545454,11,0,10,0,1,0,11,0,0,0,5,0,0,0,5,0,0,0,1,50,10,0,4,0,1,1,0,7,0,6,2,0,0,0,36,1,0,9925,330,0,0,10.0,3.0,33.0,6.310249307479224,2.039585050546835,3.3333333333333335,0.4,False,True,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\common\dao\SqlBaseDao.java,gov.nysenate.openleg.common.dao.SqlBaseDao,class,18,47,29,18,43,1,14,60,210,0.97619045,0.0,0.0,21,17,11,1,9,0,20,0,0,0,4,1,0,1,3,0,1,0,15,143,20,2,11,1,3,40,20,24,15,21,3,0,0,1,241,1025,1,44109,1540,6,11,49.0,8.0,31.428571428571427,7.566326530612245,3.571208180573357,6.125,0.42857142857142855,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\api\processor\view\DataProcessRunInfoView.java,gov.nysenate.openleg.api.processor.view.DataProcessRunInfoView,class,4,5,1,4,7,1,1,5,4,0.6,0.3,0.6,5,0,5,0,0,0,5,0,0,0,3,0,0,0,3,0,0,0,0,26,4,0,0,0,0,1,0,3,0,3,1,0,0,0,17,1,0,653,19,0,0,1.0,1.0,19.0,5.88,0.0,1.0,1.0,True,True,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\config\PropertyConfig.java,gov.nysenate.openleg.config.PropertyConfig,class,8,10,2,8,1,1,0,4,0,0.0,,,1,1,1,0,0,0,1,0,0,0,2,2,1,1,0,0,2,0,0,12,1,0,0,0,0,4,0,4,0,4,0,0,0,0,59,1,1,1709,85,0,0,2.0,1.0,42.5,3.5,0.649248354870898,2.0,1.0,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\api\admin\CacheCtrl.java,gov.nysenate.openleg.api.admin.CacheCtrl,class,28,29,1,28,24,2,0,31,77,0.85714287,0.4,0.4,14,0,5,9,0,0,5,0,0,0,3,1,0,3,0,0,1,0,4,78,22,0,1,0,0,66,0,6,4,9,1,0,0,1,158,1,0,8456,332,0,0,15.0,4.0,22.133333333333333,7.036860879904875,2.4820780163287983,3.75,0.5333333333333333,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\processors\config\XmlDumpWhitelistFilter.java,gov.nysenate.openleg.processors.config.XmlDumpWhitelistFilter,class,6,7,1,6,6,1,0,4,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,4,0,0,0,0,2,0,2,0,0,0,0,61,1,0,2129,139,2,1,3.0,2.0,46.333333333333336,0.0,0.8237683297226792,1.5,0.6666666666666666,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\common\util\pipeline\PipelineBuilder.java,gov.nysenate.openleg.common.util.pipeline.PipelineBuilder,class,5,7,2,5,11,1,0,7,5,0.53333336,0.2,0.3,6,0,4,1,0,1,5,0,0,0,5,0,0,5,0,0,3,0,0,58,4,1,2,0,0,2,5,20,0,12,1,0,0,0,87,1,0,524,17,0,1,4.0,1.0,4.25,0.0,1.2540994652497846,4.0,1.0,True,False,False,True,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\legislation\attendance\SenateVoteAttendance.java,gov.nysenate.openleg.legislation.attendance.SenateVoteAttendance,class,5,11,6,5,14,2,0,10,0,0.3,0.82222223,1.0,10,0,9,0,1,0,10,0,0,0,2,0,0,2,0,0,0,0,3,41,10,0,3,0,0,0,0,6,0,3,1,0,0,0,31,1,0,507,14,0,0,2.0,1.0,7.0,0.0,0.6931471805599453,2.0,1.0,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\common\dao\SqlQueryUtils.java,gov.nysenate.openleg.common.dao.SqlQueryUtils,class,5,7,2,5,14,1,0,23,36,0.0,0.0,0.0,9,9,7,0,2,0,9,0,0,0,0,0,0,0,0,0,0,0,15,51,9,0,2,0,0,10,1,9,8,8,2,0,0,2,95,1025,0,6861,327,0,3,11.0,3.0,29.727272727272727,6.90625,1.9953217956654345,3.6666666666666665,0.6363636363636364,False,False,False,True,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\spotchecks\alert\calendar\CalendarCheckServiceIT.java,gov.nysenate.openleg.spotchecks.alert.calendar.CalendarCheckServiceIT,class,14,15,1,14,4,2,0,12,6,0.75,0.0,0.0,4,0,3,1,0,0,3,0,0,0,5,0,0,5,0,0,3,0,0,25,0,0,0,0,0,3,6,7,0,9,0,0,0,0,41,1,0,1187,91,0,2,6.0,4.0,15.166666666666666,0.0,1.5693763706446031,1.5,0.5,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\api\StringView.java,gov.nysenate.openleg.api.StringView,class,1,1,0,1,3,1,0,0,1,0.33333334,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,12,2,0,0,0,0,1,0,1,0,1,0,0,0,0,7,1,0,354,10,0,0,1.0,1.0,10.0,7.111111111111111,0.0,1.0,1.0,False,True,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\legislation\law\dao\SqlFsLawFileDao.java,gov.nysenate.openleg.legislation.law.dao.SqlFsLawFileDao,class,18,20,2,18,13,2,0,47,22,0.7407408,0.3,0.3,9,0,4,4,1,0,5,0,0,0,3,0,0,3,0,0,1,0,9,70,6,0,2,0,1,17,2,15,0,16,1,0,0,1,86,1,0,10309,412,4,3,14.0,5.0,29.428571428571427,0.0,2.509662073793524,2.8,0.5,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\legislation\law\LawTreeNode.java,gov.nysenate.openleg.legislation.law.LawTreeNode,class,5,13,8,5,61,1,0,57,379,0.85784316,0.14314516,0.17943548,34,0,32,2,0,0,32,0,0,0,6,0,0,1,5,0,0,0,11,201,33,4,15,0,0,7,6,32,5,24,3,0,0,2,192,1,0,5741,224,0,2,12.0,2.0,18.666666666666668,3.5,2.14028702385375,6.0,0.8333333333333334,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\spotchecks\openleg\calendar\JsonOpenlegCalendarDao.java,gov.nysenate.openleg.spotchecks.openleg.calendar.JsonOpenlegCalendarDao,class,7,8,1,7,2,1,0,5,0,0.5,1.0,1.0,2,0,2,0,0,0,2,0,0,0,3,2,0,3,0,0,3,0,0,12,1,0,0,0,0,2,0,4,1,4,0,0,0,0,16,1,0,2586,86,1,1,2.0,1.0,43.0,0.0,0.6888142557950314,2.0,1.0,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\spotchecks\alert\calendar\CalendarAlertProcessorIT.java,gov.nysenate.openleg.spotchecks.alert.calendar.CalendarAlertProcessorIT,class,18,19,1,18,11,2,0,29,0,0.5636364,1.0,1.0,11,1,9,2,0,0,9,0,0,0,5,4,0,5,0,0,0,0,4,97,2,0,0,0,0,10,41,42,0,36,0,0,0,0,69,1,0,4127,208,1,1,11.0,3.0,18.90909090909091,6.081632653061225,1.9814015360398805,3.6666666666666665,0.45454545454545453,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\config\DatabaseConfigIT.java,gov.nysenate.openleg.config.DatabaseConfigIT,class,7,7,0,7,1,2,0,3,0,0.0,,,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,8,0,0,0,0,0,1,1,1,0,2,0,0,0,0,18,1,0,5922,284,1,0,5.0,3.0,56.8,3.5,1.5454998912162905,1.6666666666666667,0.4,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\notifications\mail\apiuser\ApiUserBatchEmailServiceTest.java,gov.nysenate.openleg.notifications.mail.apiuser.ApiUserBatchEmailServiceTest,class,10,10,0,10,8,2,0,6,0,0.375,1.0,1.0,8,0,8,0,0,0,8,0,0,0,3,0,0,0,0,3,0,0,0,84,0,0,0,0,0,24,4,51,4,54,0,0,0,0,76,1,0,1235,29,1,0,4.0,1.0,7.25,7.0,1.140590163392255,4.0,1.0,True,True,True,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\legislation\committee\dao\SqlCommitteeDao.java,gov.nysenate.openleg.legislation.committee.dao.SqlCommitteeDao,class,25,26,1,25,32,2,0,62,190,0.7619048,0.04761905,0.04761905,21,0,7,14,0,0,7,0,0,0,1,1,1,0,0,0,1,0,4,211,12,2,3,2,0,26,3,24,5,22,2,0,6,0,109,1,6,35458,1060,3,12,33.0,7.0,32.121212121212125,6.8719723183391,3.113111512652855,4.714285714285714,0.45454545454545453,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\spotchecks\MismatchUtilsTest.java,gov.nysenate.openleg.spotchecks.MismatchUtilsTest,class,16,17,1,16,22,1,0,46,0,0.6746032,0.8382353,1.0,21,0,17,4,0,0,17,0,0,0,6,2,0,6,0,0,2,0,18,147,2,0,0,0,0,4,10,25,0,24,0,0,0,0,80,1,0,1854,69,2,2,7.0,2.0,9.857142857142858,2.5555555555555554,1.5865729338757881,3.5,0.7142857142857143,False,False,True,True,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\spotchecks\SpotcheckReportDaoIT.java,gov.nysenate.openleg.spotchecks.SpotcheckReportDaoIT,class,24,25,1,24,23,2,0,53,0,0.6,0.95238096,1.0,20,0,15,5,0,0,15,0,0,0,4,1,0,4,0,0,1,0,10,150,6,2,2,0,0,15,17,49,3,51,2,0,0,1,103,1,2,9464,374,9,3,29.0,4.0,12.89655172413793,7.2109375,2.926005017185619,7.25,0.6896551724137931,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\processors\bill\xml\XmlLDSponProcessorIT.java,gov.nysenate.openleg.processors.bill.xml.XmlLDSponProcessorIT,class,14,15,1,14,11,3,0,28,45,1.0,0.0,0.0,10,0,8,2,0,0,8,0,0,0,2,1,0,1,0,1,1,0,19,125,0,0,0,0,0,56,8,55,14,55,1,0,0,0,111,1,0,23629,682,6,20,28.0,6.0,24.357142857142858,6.644965277777778,2.854045642936714,4.666666666666667,0.5714285714285714,True,False,False,False,False
