file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,churn,files,NR,NBF,nc,ncom,avg_cs,dsc,ce,exp,own,is_controller,is_procedural,is_test,is_util,is_external
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\spotchecks\base\BaseSpotcheckProcessService.java,gov.nysenate.openleg.spotchecks.base.BaseSpotcheckProcessService,class,9,12,3,9,12,1,1,9,19,0.82142854,0.06666667,0.06666667,7,0,2,1,4,0,6,4,0,0,4,1,0,4,0,0,1,0,0,41,6,0,0,2,0,0,5,2,0,5,2,0,0,0,38,1025,0,3731,157,0,2,10.0,2.0,15.7,6.84375,1.9879355038781699,5.0,0.9,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\processors\AbstractProcessServiceTest.java,gov.nysenate.openleg.processors.AbstractProcessServiceTest,class,4,6,2,4,11,2,1,15,10,0.84999996,0.0,0.0,5,0,1,0,4,0,5,3,0,0,2,1,0,2,0,0,2,0,1,30,0,2,0,1,0,8,0,8,2,8,3,0,0,0,64,1025,0,464,22,0,1,2.0,1.0,11.0,5.5,0.6890092384766586,2.0,1.0,True,False,True,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\legislation\agenda\CommitteeAgendaId.java,gov.nysenate.openleg.legislation.agenda.CommitteeAgendaId,class,3,13,10,3,11,1,1,6,0,0.5,0.71428573,0.75,8,0,8,0,0,0,8,0,0,0,3,1,0,3,0,0,1,0,3,32,8,0,3,0,0,1,1,4,1,4,1,0,0,0,37,1,0,4360,118,0,0,5.0,3.0,23.6,6.567474048442906,1.064569300195772,1.6666666666666667,0.6,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\processors\bill\xml\XmlAnActProcessorIT.java,gov.nysenate.openleg.processors.bill.xml.XmlAnActProcessorIT,class,10,12,2,10,2,3,0,6,0,0.5,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,1,0,1,0,1,1,0,0,20,0,0,0,0,0,7,2,9,1,10,0,0,0,0,57,1,0,3369,164,4,4,19.0,4.0,8.631578947368421,6.78125,2.570757431562499,4.75,0.47368421052631576,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\spotchecks\sensite\bill\SenateSiteBillDumpTest.java,gov.nysenate.openleg.spotchecks.sensite.bill.SenateSiteBillDumpTest,class,11,12,1,11,3,2,0,8,0,0.33333334,1.0,1.0,2,0,2,0,0,0,2,0,0,0,3,1,0,1,0,2,1,0,0,17,0,1,0,0,0,1,0,5,0,7,1,0,0,0,22,1,1,5257,193,1,1,7.0,3.0,27.571428571428573,0.0,1.6446563723577075,2.3333333333333335,0.5714285714285714,False,False,True,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\api\legislation\transcripts\session\view\TranscriptInfoView.java,gov.nysenate.openleg.api.legislation.transcripts.session.view.TranscriptInfoView,class,2,3,1,2,6,2,1,3,2,0.5,0.33333334,0.5,4,0,4,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,20,3,0,2,0,1,1,0,2,0,2,1,0,0,0,12,1,0,224,18,0,0,3.0,2.0,6.0,3.0,0.9338238517147219,1.5,0.6666666666666666,False,True,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\legislation\committee\dao\CommitteeDaoIT.java,gov.nysenate.openleg.legislation.committee.dao.CommitteeDaoIT,class,15,16,1,15,26,2,0,60,0,0.6666667,0.84615386,1.0,15,3,13,2,0,0,13,0,0,0,4,3,0,3,1,0,3,0,27,196,2,6,2,1,0,47,28,51,0,53,2,0,0,2,100,1,0,18472,569,2,5,17.0,3.0,33.470588235294116,6.32,2.5692407409155,5.666666666666667,0.6470588235294118,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\processors\bill\xml\XmlSameAsProcessor.java,gov.nysenate.openleg.processors.bill.xml.XmlSameAsProcessor,class,17,18,1,17,15,4,0,37,3,0.6666667,0.0,0.0,3,0,2,1,0,0,2,0,0,0,1,1,0,0,1,0,1,0,2,67,2,4,1,1,0,28,4,18,1,18,7,0,0,0,78,1,0,15921,646,2,9,40.0,7.0,16.15,6.43213296398892,2.808093354730538,5.714285714285714,0.475,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\processors\ManagedLegDataProcessService.java,gov.nysenate.openleg.processors.ManagedLegDataProcessService,class,29,31,2,29,44,1,0,86,71,0.86666673,0.17777778,0.33333334,15,0,9,5,1,0,10,0,0,0,12,2,0,12,0,0,2,0,8,206,12,10,3,2,1,24,12,46,6,47,4,0,0,1,191,1,6,44141,1507,7,27,67.0,7.0,22.492537313432837,7.2181069958847734,3.6432255213476146,9.571428571428571,0.29850746268656714,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\spotchecks\daybreak\DaybreakFragment.java,gov.nysenate.openleg.spotchecks.daybreak.DaybreakFragment,class,4,11,7,4,13,1,0,5,30,0.72307694,0.30769232,0.71794873,13,0,13,0,0,0,13,0,0,0,5,0,0,5,0,0,0,0,0,49,7,0,0,0,0,2,0,9,0,5,0,0,0,0,63,1,0,2404,61,0,0,4.0,2.0,15.25,0.0,1.2472200016224004,2.0,0.75,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\common\util\XmlHelper.java,gov.nysenate.openleg.common.util.XmlHelper,class,5,5,0,5,9,1,0,9,0,0.44444445,0.6666667,1.0,9,0,9,0,0,0,9,0,0,0,2,0,0,2,0,0,2,0,2,33,8,0,0,0,1,0,0,3,0,3,0,0,0,0,34,1,0,12611,263,0,5,12.0,5.0,21.916666666666668,3.29,2.2120632293567315,2.4,0.5,False,False,False,True,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\api\legislation\bill\view\BillVoteView.java,gov.nysenate.openleg.api.legislation.bill.view.BillVoteView,class,9,11,2,9,15,1,0,20,46,0.8229167,0.15151516,0.6818182,12,0,12,0,0,0,12,0,0,0,8,0,0,0,8,0,0,0,3,54,9,0,3,0,0,1,0,9,0,9,1,0,0,1,28,1,0,5466,246,0,1,13.0,5.0,18.923076923076923,7.777777777777778,2.182641189737759,2.6,0.3076923076923077,False,True,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\legislation\calendar\Calendar.java,gov.nysenate.openleg.legislation.calendar.Calendar,class,8,19,11,8,25,2,0,37,0,0.53333336,0.5263158,0.80526316,20,0,20,0,0,0,20,0,0,0,3,0,0,3,0,0,0,0,7,84,14,0,3,0,0,1,2,8,1,5,1,0,0,0,76,1,0,71228,1333,2,9,42.0,8.0,31.738095238095237,4.070487718049128,3.4622057576708523,5.25,0.30952380952380953,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\api\legislation\agenda\view\CommAgendaIdView.java,gov.nysenate.openleg.api.legislation.agenda.view.CommAgendaIdView,class,4,7,3,4,6,1,2,2,6,0.6,0.2,0.3,5,0,5,0,0,0,5,0,0,0,2,0,0,2,0,0,0,0,0,21,3,0,1,0,0,1,0,2,0,2,1,0,0,0,11,1,0,5497,150,0,0,5.0,2.0,30.0,7.035502958579881,1.4878682982561342,2.5,0.6,False,True,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\api\legislation\calendar\CalendarSearchCtrl.java,gov.nysenate.openleg.api.legislation.calendar.CalendarSearchCtrl,class,18,19,1,18,6,2,0,18,6,0.8125,0.0,0.0,4,0,2,2,0,0,2,0,0,0,4,1,0,4,0,0,1,0,2,21,4,0,1,0,2,7,2,4,1,8,0,0,0,1,91,1,0,15954,581,0,1,18.0,2.0,32.27777777777778,6.969135802469136,2.686669255695679,9.0,0.7777777777777778,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\notifications\subscription\CachedNotificationSubscriptionDataService.java,gov.nysenate.openleg.notifications.subscription.CachedNotificationSubscriptionDataService,class,22,23,1,22,21,1,0,37,116,0.882353,0.051282052,0.051282052,17,0,13,4,0,0,13,0,0,0,6,1,0,6,0,0,1,0,3,81,7,0,1,0,0,3,0,9,0,15,1,0,0,2,65,1,0,9278,285,1,1,13.0,3.0,21.923076923076923,7.088846880907372,2.4269703942943353,4.333333333333333,0.6153846153846154,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\legislation\bill\VetoMessage.java,gov.nysenate.openleg.legislation.bill.VetoMessage,class,5,14,9,5,23,2,0,3,223,0.9130436,0.05928854,0.05928854,23,0,23,0,0,0,23,0,0,0,11,1,0,11,0,0,1,0,0,82,12,0,0,0,0,0,1,11,0,11,0,0,0,0,67,1,0,1967,52,0,0,2.0,2.0,26.0,0.0,0.6864755255818468,1.0,0.5,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\common\dao\LimitOffsetTest.java,gov.nysenate.openleg.common.dao.LimitOffsetTest,class,4,4,0,4,7,1,0,10,21,0.0,0.0,0.0,7,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,47,10,0,3,0,0,0,0,18,1,0,1578,84,1,0,2.0,2.0,42.0,0.0,0.3404997784712986,1.0,0.5,False,False,True,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\common\dao\ImmutableParams.java,gov.nysenate.openleg.common.dao.ImmutableParams,class,3,12,9,3,8,2,0,7,8,0.375,0.2857143,0.2857143,8,1,7,1,0,0,7,0,0,0,1,0,0,0,1,0,0,0,0,30,7,0,0,0,0,0,0,2,0,2,0,0,0,0,57,1,0,760,31,0,1,1.0,1.0,31.0,0.0,0.0,1.0,1.0,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\legislation\bill\dao\service\BillCacheEvictionPolicy.java,gov.nysenate.openleg.legislation.bill.dao.service.BillCacheEvictionPolicy,class,4,5,1,4,4,2,0,5,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,1,0,0,0,1,0,0,11,2,0,1,0,5,1,0,3,0,3,0,0,0,0,47,1,0,607,34,0,0,1.0,1.0,34.0,5.111111111111111,0.0,1.0,1.0,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\api\legislation\bill\BillPdfCtrl.java,gov.nysenate.openleg.api.legislation.bill.BillPdfCtrl,class,18,19,1,18,5,2,0,15,0,0.0,,,1,0,1,0,0,0,1,0,0,0,2,1,0,1,1,0,1,0,1,30,2,0,0,1,0,7,2,7,2,7,3,0,0,0,44,1,1,4613,184,3,5,11.0,4.0,16.727272727272727,6.913494809688581,2.013211912320026,2.75,0.36363636363636365,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\processors\bill\xml\XmlApprovalMessageParser.java,gov.nysenate.openleg.processors.bill.xml.XmlApprovalMessageParser,class,3,5,2,3,6,1,0,12,0,0.56666666,1.0,1.0,5,0,3,2,0,0,3,0,0,0,6,2,0,5,0,1,2,0,3,37,4,0,0,0,0,3,2,9,0,9,1,0,0,0,37,1,0,1560,55,0,6,6.0,4.0,9.166666666666666,2.0,1.628275537931771,1.5,0.5,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\processors\config\XmlNoFlvotWhitelistFilter.java,gov.nysenate.openleg.processors.config.XmlNoFlvotWhitelistFilter,class,6,7,1,6,7,1,0,4,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,5,0,0,0,0,2,0,2,0,0,0,0,38,1,0,2129,139,2,1,3.0,2.0,46.333333333333336,0.0,0.8237683297226792,1.5,0.6666666666666666,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\updates\aggregate\SqlAggregateUpdatesDao.java,gov.nysenate.openleg.updates.aggregate.SqlAggregateUpdatesDao,class,15,15,0,15,4,2,0,13,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,2,0,0,2,0,2,0,2,27,3,0,0,1,0,10,0,7,0,11,1,0,0,2,38,1,0,656,19,0,0,2.0,1.0,9.5,0.0,0.6581099875431143,2.0,1.0,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\api\updates\agenda\AgendaUpdatesCtrl.java,gov.nysenate.openleg.api.updates.agenda.AgendaUpdatesCtrl,class,22,23,1,22,9,2,0,24,26,0.875,0.0,0.0,8,0,6,2,0,0,6,0,0,0,2,1,0,1,1,0,1,0,11,48,9,0,0,0,0,18,3,16,1,20,1,0,0,3,110,1,0,1530,81,1,1,7.0,3.0,11.571428571428571,3.875,1.5669563458298796,2.3333333333333335,0.42857142857142855,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\processors\BaseSourceData.java,gov.nysenate.openleg.processors.BaseSourceData,class,0,17,17,0,12,1,4,0,54,0.8333333,0.09090909,0.09090909,12,0,12,0,0,0,12,0,0,0,6,0,0,6,0,0,0,0,0,44,6,0,0,0,0,0,0,7,0,6,0,0,0,0,63,1025,0,487,36,0,0,3.0,3.0,12.0,0.0,0.8675632284814612,1.0,0.3333333333333333,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\processors\bill\BillActionParser.java,gov.nysenate.openleg.processors.bill.BillActionParser,class,9,12,3,9,15,1,0,22,1,0.6666667,0.16666667,0.16666667,3,3,3,0,0,0,4,0,0,0,5,5,0,2,3,0,4,0,5,77,3,2,1,5,0,18,7,24,3,22,3,0,0,0,69,1,0,9515,295,0,8,16.0,4.0,18.4375,6.088757396449704,2.0113255105570493,4.0,0.625,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\processors\bill\xml\XmlBillStatProcessor.java,gov.nysenate.openleg.processors.bill.xml.XmlBillStatProcessor,class,18,19,1,18,14,4,0,41,10,0.8,0.0,0.0,5,0,2,3,0,0,2,0,0,0,1,1,0,1,0,0,1,0,1,76,3,0,0,1,0,25,1,24,4,22,2,0,0,0,121,1,1,15771,625,3,17,33.0,8.0,18.939393939393938,6.9753086419753085,2.6806505264360028,4.125,0.42424242424242425,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\libs\DiffMatchPatchTests.java,gov.nysenate.openleg.libs.DiffMatchPatchTests,class,5,5,0,5,2,1,0,4,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,21,0,0,0,0,0,10,0,5,0,5,0,0,0,0,33,1,0,861,12,0,0,1.0,1.0,12.0,6.0,0.0,1.0,1.0,False,False,True,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\api\admin\AdminAccountCtrl.java,gov.nysenate.openleg.api.admin.AdminAccountCtrl,class,30,31,1,30,17,9,0,34,14,0.8333333,0.39285713,0.53571427,9,0,7,1,1,0,8,0,0,0,8,5,0,7,0,1,5,0,3,90,12,0,0,1,0,38,2,9,5,12,1,0,2,0,141,1,0,6270,230,0,1,13.0,4.0,17.692307692307693,6.9366391184573,2.1767461443883844,3.25,0.6923076923076923,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\processors\transcripts\session\TranscriptParserIT.java,gov.nysenate.openleg.processors.transcripts.session.TranscriptParserIT,class,11,11,0,11,2,2,0,8,0,0.2,1.0,1.0,2,0,2,0,0,0,2,0,0,0,4,2,0,4,0,0,2,0,1,29,0,0,0,0,0,6,9,9,3,11,0,0,0,2,49,1,0,1533,77,0,3,7.0,1.0,11.0,4.020408163265306,1.898987111311404,7.0,1.0,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\common\dao\OrderBy.java,gov.nysenate.openleg.common.dao.OrderBy,class,3,16,13,3,6,1,0,1,0,0.5833333,0.6666667,0.6666667,6,0,6,0,0,0,6,0,0,0,2,1,0,2,0,0,0,0,0,21,1,0,0,0,0,0,0,6,0,2,0,0,0,0,42,1,0,3157,136,0,1,4.0,2.0,34.0,0.0,0.9738607378430664,2.0,0.75,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\processors\law\LawFile.java,gov.nysenate.openleg.processors.law.LawFile,class,2,8,6,2,16,2,0,16,33,0.8181819,0.2,0.4,11,0,11,0,0,0,11,0,0,0,6,2,0,3,3,0,2,0,4,60,7,0,1,0,0,10,4,12,2,8,2,0,0,0,104,1,0,2109,149,1,1,8.0,5.0,18.625,0.0,1.737287588891092,1.6,0.375,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\search\calendar\ElasticCalendarSearchDao.java,gov.nysenate.openleg.search.calendar.ElasticCalendarSearchDao,class,20,22,2,20,11,2,0,23,33,0.8,0.13333334,0.13333334,10,0,4,0,6,0,10,0,0,0,3,2,0,1,1,1,2,0,2,44,6,0,1,0,0,4,3,6,1,8,1,0,0,1,64,1,1,13293,622,1,5,26.0,4.0,23.923076923076923,6.65625,2.9666876549293333,6.5,0.5384615384615384,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\legislation\CacheEvictIdEvent.java,gov.nysenate.openleg.legislation.CacheEvictIdEvent,class,3,12,9,3,2,2,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,10,1,0,0,0,0,0,0,1,0,1,0,0,0,0,9,1,0,351,14,0,0,1.0,1.0,14.0,0.0,0.0,1.0,1.0,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\api\legislation\member\MemberGetCtrlIT.java,gov.nysenate.openleg.api.legislation.member.MemberGetCtrlIT,class,19,20,1,19,15,3,0,33,0,0.2,1.0,1.0,5,0,4,1,0,0,4,0,0,0,1,0,0,1,0,0,0,0,3,73,6,2,6,0,9,16,30,25,1,25,3,0,0,2,85,1,0,6002,207,0,3,13.0,2.0,15.923076923076923,7.982248520710059,2.187697152791679,6.5,0.8461538461538461,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\legislation\calendar\dao\CalendarDataServiceTest.java,gov.nysenate.openleg.legislation.calendar.dao.CalendarDataServiceTest,class,10,11,1,10,2,2,0,6,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,1,0,2,0,0,1,0,0,13,0,0,0,0,0,2,3,3,0,5,0,0,0,1,18,1,3,5884,237,1,0,5.0,2.0,47.4,6.0,1.3769338845677976,2.5,0.8,True,False,True,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\legislation\calendar\CalendarSupplementalId.java,gov.nysenate.openleg.legislation.calendar.CalendarSupplementalId,class,4,15,11,4,13,2,0,3,0,0.5,1.0,1.0,7,0,7,0,0,0,7,0,0,0,2,1,0,2,0,0,1,0,0,32,8,0,4,0,3,3,4,5,3,3,1,0,0,0,41,1,0,2851,110,0,2,6.0,3.0,18.333333333333332,4.125,1.2860803444390019,2.0,0.5,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\api\legislation\calendar\CalendarGetCtrl.java,gov.nysenate.openleg.api.legislation.calendar.CalendarGetCtrl,class,34,35,1,34,16,2,0,32,0,0.42857146,0.71428573,0.71428573,7,0,7,0,0,0,7,0,0,0,3,1,0,3,0,0,1,0,6,49,7,0,0,0,0,15,3,15,1,14,1,0,0,0,106,1,0,11226,468,0,1,16.0,3.0,29.25,7.112426035502959,2.527402138846444,5.333333333333333,0.625,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\auth\exception\UsernameExistsException.java,gov.nysenate.openleg.auth.exception.UsernameExistsException,class,0,1,1,0,2,4,0,0,0,0.5,1.0,1.0,2,0,2,0,0,0,2,0,0,0,2,1,0,2,0,0,1,0,0,11,1,0,0,0,0,2,1,2,1,2,0,0,0,0,19,1,0,100,9,0,0,2.0,2.0,4.5,5.555555555555555,0.6869615765973234,1.0,0.5,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\search\logs\ApiLogStompService.java,gov.nysenate.openleg.search.logs.ApiLogStompService,class,9,10,1,9,4,1,0,4,1,0.6666667,,,2,0,1,1,0,0,1,0,0,0,3,1,0,3,0,0,1,0,0,20,0,0,2,0,0,0,0,1,0,3,1,0,1,0,16,1,0,1141,50,0,0,5.0,3.0,10.0,6.76,1.313195994408566,1.6666666666666667,0.6,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\legislation\bill\ApprovalMessage.java,gov.nysenate.openleg.legislation.bill.ApprovalMessage,class,4,13,9,4,13,2,0,4,52,0.82051283,0.16666667,0.32051283,13,0,13,0,0,0,13,0,0,0,6,1,0,5,0,1,1,0,0,49,7,0,0,0,0,0,1,9,0,6,0,0,0,0,58,1,0,910,23,0,0,1.0,1.0,23.0,0.0,0.0,1.0,1.0,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\search\transcripts\hearing\ElasticPublicHearingSearchDao.java,gov.nysenate.openleg.search.transcripts.hearing.ElasticPublicHearingSearchDao,class,15,17,2,15,8,2,0,21,9,0.64285713,0.4,0.4,7,0,4,1,2,0,6,0,0,0,2,2,0,0,2,0,2,0,4,32,4,0,1,0,0,5,3,4,0,5,1,0,0,1,43,1,0,7471,425,1,3,20.0,4.0,21.25,7.377551020408164,2.799452944985471,5.0,0.5,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\spotchecks\sensite\law\SenateSiteLawReportServiceIT.java,gov.nysenate.openleg.spotchecks.sensite.law.SenateSiteLawReportServiceIT,class,13,14,1,13,1,2,0,11,0,0.0,,,1,0,1,0,0,0,1,0,0,0,2,1,0,2,0,0,1,0,2,18,0,0,0,0,0,4,3,8,0,9,0,0,0,0,32,1,2,31230,64,0,2,2.0,2.0,32.0,9.375,0.6926588198060253,1.0,0.5,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\common\util\MapViewSerializer.java,gov.nysenate.openleg.common.util.MapViewSerializer,class,8,10,2,8,1,2,0,5,0,1.0,,,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,13,1,0,171,17,0,0,2.0,2.0,8.5,0.0,0.22371807606583377,1.0,0.5,False,True,False,True,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\test\java\gov\nysenate\openleg\processors\law\LawBuilderTestHelper.java,gov.nysenate.openleg.processors.law.LawBuilderTestHelper,class,7,9,2,7,5,1,0,11,1,0.0,0.0,0.0,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,1,0,0,0,0,4,0,3,1,0,0,0,45,1,0,1058,34,1,0,2.0,1.0,17.0,0.0,0.605797499372304,2.0,1.0,True,False,True,True,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\spotchecks\sensite\law\SenateSiteLawTreeNode.java,gov.nysenate.openleg.spotchecks.sensite.law.SenateSiteLawTreeNode,class,3,6,3,3,10,1,0,8,17,0.70000005,0.2,0.31111112,10,0,9,0,0,1,10,0,0,0,5,0,0,5,0,0,3,0,3,40,8,0,0,0,0,0,0,6,0,7,0,0,0,2,38,1,0,30840,31,0,1,1.0,1.0,31.0,9.375,0.0,1.0,1.0,False,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\processors\calendar\XmlSenCalProcessor.java,gov.nysenate.openleg.processors.calendar.XmlSenCalProcessor,class,17,18,1,17,12,3,0,35,6,0.75,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,1,0,1,0,0,1,0,0,68,1,3,0,1,1,22,3,33,2,33,5,0,0,0,85,1,2,34789,1180,2,5,27.0,7.0,43.7037037037037,6.458333333333333,3.0503926084987496,3.857142857142857,0.5185185185185185,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\api\spotcheck\view\BillScrapeQueueEntryView.java,gov.nysenate.openleg.api.spotcheck.view.BillScrapeQueueEntryView,class,2,2,0,2,6,2,0,3,2,0.5,0.33333334,0.5,4,0,4,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,20,3,0,2,0,0,1,0,2,0,2,1,0,0,0,20,1,0,3357,57,1,0,2.0,2.0,28.5,7.3125,0.6093704781237936,1.0,0.5,False,True,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\processors\calendar\XmlSenCalActiveListProcessor.java,gov.nysenate.openleg.processors.calendar.XmlSenCalActiveListProcessor,class,15,16,1,15,11,2,0,33,6,0.75,0.0,0.0,4,0,4,0,0,0,4,0,0,0,1,1,0,1,0,0,1,0,0,62,1,2,0,1,0,18,2,26,2,26,5,0,0,0,77,1,2,32007,1190,2,9,29.0,6.0,41.03448275862069,6.513888888888889,3.095611334298933,4.833333333333333,0.5172413793103449,True,False,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\api\legislation\calendar\view\CalendarSupView.java,gov.nysenate.openleg.api.legislation.calendar.view.CalendarSupView,class,10,12,2,10,6,4,0,16,8,0.6,0.1,0.1,5,0,4,0,1,0,5,0,0,0,1,0,0,0,1,0,0,0,3,21,4,0,0,0,0,3,1,1,0,4,1,0,0,3,21,1,0,10606,328,1,1,9.0,3.0,36.44444444444444,7.12,2.0008630139460073,3.0,0.6666666666666666,False,True,False,False,False
D:\paper\xai_demo\.\demo\OpenLegislation\src\main\java\gov\nysenate\openleg\spotchecks\daybreak\DaybreakCheckService.java,gov.nysenate.openleg.spotchecks.daybreak.DaybreakCheckService,class,18,20,2,18,44,1,0,98,130,0.88235295,,,17,0,1,16,0,0,1,0,0,0,2,1,0,2,0,0,1,0,16,149,11,1,8,0,7,25,2,41,2,46,3,0,0,9,190,1,1,19286,804,1,6,41.0,5.0,19.609756097560975,7.072315558802045,3.2586991994871064,8.2,0.4146341463414634,True,False,False,False,False
